tile_id,left,top,right,bottom
1318,9910302.691100001335144,5305926.514699999243021,9910558.691100001335144,5305670.514699999243021
1319,9910302.691100001335144,5305696.114699999801815,9910558.691100001335144,5305440.114699999801815
1320,9910302.691100001335144,5305465.714700000360608,9910558.691100001335144,5305209.714700000360608
1321,9910302.691100001335144,5305235.314699999988079,9910558.691100001335144,5304979.314699999988079
1322,9910302.691100001335144,5305004.914699999615550,9910558.691100001335144,5304748.914699999615550
1323,9910302.691100001335144,5304774.514699999243021,9910558.691100001335144,5304518.514699999243021
1324,9910302.691100001335144,5304544.114699999801815,9910558.691100001335144,5304288.114699999801815
1325,9910302.691100001335144,5304313.714700000360608,9910558.691100001335144,5304057.714700000360608
1326,9910302.691100001335144,5304083.314699999988079,9910558.691100001335144,5303827.314699999988079
1327,9910302.691100001335144,5303852.914699999615550,9910558.691100001335144,5303596.914699999615550
1328,9910302.691100001335144,5303622.514699999243021,9910558.691100001335144,5303366.514699999243021
1329,9910302.691100001335144,5303392.114699999801815,9910558.691100001335144,5303136.114699999801815
1330,9910302.691100001335144,5303161.714700000360608,9910558.691100001335144,5302905.714700000360608
1331,9910302.691100001335144,5302931.314699999988079,9910558.691100001335144,5302675.314699999988079
1332,9910302.691100001335144,5302700.914699999615550,9910558.691100001335144,5302444.914699999615550
1333,9910302.691100001335144,5302470.514699999243021,9910558.691100001335144,5302214.514699999243021
1334,9910302.691100001335144,5302240.114699999801815,9910558.691100001335144,5301984.114699999801815
1335,9910302.691100001335144,5302009.714700000360608,9910558.691100001335144,5301753.714700000360608
1336,9910302.691100001335144,5301779.314699999988079,9910558.691100001335144,5301523.314699999988079
1337,9910302.691100001335144,5301548.914699999615550,9910558.691100001335144,5301292.914699999615550
1338,9910302.691100001335144,5301318.514699999243021,9910558.691100001335144,5301062.514699999243021
1339,9910302.691100001335144,5301088.114699999801815,9910558.691100001335144,5300832.114699999801815
1340,9910302.691100001335144,5300857.714700000360608,9910558.691100001335144,5300601.714700000360608
1341,9910302.691100001335144,5300627.314699999988079,9910558.691100001335144,5300371.314699999988079
1342,9910302.691100001335144,5300396.914699999615550,9910558.691100001335144,5300140.914699999615550
1343,9910302.691100001335144,5300166.514699999243021,9910558.691100001335144,5299910.514699999243021
1344,9910302.691100001335144,5299936.114699999801815,9910558.691100001335144,5299680.114699999801815
1345,9910302.691100001335144,5299705.714700000360608,9910558.691100001335144,5299449.714700000360608
1346,9910302.691100001335144,5299475.314699999988079,9910558.691100001335144,5299219.314699999988079
1347,9910302.691100001335144,5299244.914699999615550,9910558.691100001335144,5298988.914699999615550
1348,9910302.691100001335144,5299014.514699999243021,9910558.691100001335144,5298758.514699999243021
1349,9910302.691100001335144,5298784.114699999801815,9910558.691100001335144,5298528.114699999801815
1350,9910302.691100001335144,5298553.714700000360608,9910558.691100001335144,5298297.714700000360608
1351,9910302.691100001335144,5298323.314699999988079,9910558.691100001335144,5298067.314699999988079
1352,9910302.691100001335144,5298092.914699999615550,9910558.691100001335144,5297836.914699999615550
1353,9910302.691100001335144,5297862.514699999243021,9910558.691100001335144,5297606.514699999243021
1354,9910302.691100001335144,5297632.114699999801815,9910558.691100001335144,5297376.114699999801815
1355,9910302.691100001335144,5297401.714700000360608,9910558.691100001335144,5297145.714700000360608
1356,9910302.691100001335144,5297171.314699999988079,9910558.691100001335144,5296915.314699999988079
1357,9910302.691100001335144,5296940.914699999615550,9910558.691100001335144,5296684.914699999615550
1358,9910302.691100001335144,5296710.514699999243021,9910558.691100001335144,5296454.514699999243021
1359,9910302.691100001335144,5296480.114699999801815,9910558.691100001335144,5296224.114699999801815
1360,9910302.691100001335144,5296249.714700000360608,9910558.691100001335144,5295993.714700000360608
1361,9910302.691100001335144,5296019.314699999988079,9910558.691100001335144,5295763.314699999988079
1362,9910302.691100001335144,5295788.914699999615550,9910558.691100001335144,5295532.914699999615550
1363,9910302.691100001335144,5295558.514699999243021,9910558.691100001335144,5295302.514699999243021
1364,9910302.691100001335144,5295328.114699999801815,9910558.691100001335144,5295072.114699999801815
1365,9910302.691100001335144,5295097.714700000360608,9910558.691100001335144,5294841.714700000360608
1366,9910302.691100001335144,5294867.314699999988079,9910558.691100001335144,5294611.314699999988079
1367,9910302.691100001335144,5294636.914699999615550,9910558.691100001335144,5294380.914699999615550
1368,9910302.691100001335144,5294406.514699999243021,9910558.691100001335144,5294150.514699999243021
1369,9910302.691100001335144,5294176.114699999801815,9910558.691100001335144,5293920.114699999801815
1370,9910302.691100001335144,5293945.714700000360608,9910558.691100001335144,5293689.714700000360608
1371,9910302.691100001335144,5293715.314699999988079,9910558.691100001335144,5293459.314699999988079
1372,9910302.691100001335144,5293484.914699999615550,9910558.691100001335144,5293228.914699999615550
1373,9910302.691100001335144,5293254.514699999243021,9910558.691100001335144,5292998.514699999243021
1374,9910302.691100001335144,5293024.114699999801815,9910558.691100001335144,5292768.114699999801815
1375,9910302.691100001335144,5292793.714700000360608,9910558.691100001335144,5292537.714700000360608
1376,9910302.691100001335144,5292563.314699999988079,9910558.691100001335144,5292307.314699999988079
1377,9910302.691100001335144,5292332.914699999615550,9910558.691100001335144,5292076.914699999615550
1378,9910302.691100001335144,5292102.514699999243021,9910558.691100001335144,5291846.514699999243021
1379,9910302.691100001335144,5291872.114699999801815,9910558.691100001335144,5291616.114699999801815
1380,9910302.691100001335144,5291641.714700000360608,9910558.691100001335144,5291385.714700000360608
1381,9910302.691100001335144,5291411.314699999988079,9910558.691100001335144,5291155.314699999988079
1382,9910302.691100001335144,5291180.914699999615550,9910558.691100001335144,5290924.914699999615550
1383,9910302.691100001335144,5290950.514699999243021,9910558.691100001335144,5290694.514699999243021
1384,9910302.691100001335144,5290720.114699999801815,9910558.691100001335144,5290464.114699999801815
1385,9910302.691100001335144,5290489.714700000360608,9910558.691100001335144,5290233.714700000360608
1386,9910302.691100001335144,5290259.314699999988079,9910558.691100001335144,5290003.314699999988079
1387,9910302.691100001335144,5290028.914699999615550,9910558.691100001335144,5289772.914699999615550
1388,9910302.691100001335144,5289798.514699999243021,9910558.691100001335144,5289542.514699999243021
1389,9910302.691100001335144,5289568.114699999801815,9910558.691100001335144,5289312.114699999801815
1390,9910302.691100001335144,5289337.714700000360608,9910558.691100001335144,5289081.714700000360608
1391,9910302.691100001335144,5289107.314699999988079,9910558.691100001335144,5288851.314699999988079
1392,9910302.691100001335144,5288876.914699999615550,9910558.691100001335144,5288620.914699999615550
1393,9910302.691100001335144,5288646.514699999243021,9910558.691100001335144,5288390.514699999243021
1394,9910302.691100001335144,5288416.114699999801815,9910558.691100001335144,5288160.114699999801815
1395,9910302.691100001335144,5288185.714700000360608,9910558.691100001335144,5287929.714700000360608
1396,9910302.691100001335144,5287955.314699999988079,9910558.691100001335144,5287699.314699999988079
1397,9910302.691100001335144,5287724.914699999615550,9910558.691100001335144,5287468.914699999615550
1398,9910302.691100001335144,5287494.514699999243021,9910558.691100001335144,5287238.514699999243021
1399,9910302.691100001335144,5287264.114699999801815,9910558.691100001335144,5287008.114699999801815
1400,9910302.691100001335144,5287033.714700000360608,9910558.691100001335144,5286777.714700000360608
1401,9910302.691100001335144,5286803.314699999988079,9910558.691100001335144,5286547.314699999988079
1402,9910302.691100001335144,5286572.914699999615550,9910558.691100001335144,5286316.914699999615550
1403,9910302.691100001335144,5286342.514699999243021,9910558.691100001335144,5286086.514699999243021
1404,9910302.691100001335144,5286112.114699999801815,9910558.691100001335144,5285856.114699999801815
1405,9910533.091099999845028,5310764.914699999615550,9910789.091099999845028,5310508.914699999615550
1406,9910533.091099999845028,5310534.514699999243021,9910789.091099999845028,5310278.514699999243021
1407,9910533.091099999845028,5310304.114699999801815,9910789.091099999845028,5310048.114699999801815
1408,9910533.091099999845028,5310073.714700000360608,9910789.091099999845028,5309817.714700000360608
1409,9910533.091099999845028,5309843.314699999988079,9910789.091099999845028,5309587.314699999988079
1410,9910533.091099999845028,5309612.914699999615550,9910789.091099999845028,5309356.914699999615550
1411,9910533.091099999845028,5309382.514699999243021,9910789.091099999845028,5309126.514699999243021
1412,9910533.091099999845028,5309152.114699999801815,9910789.091099999845028,5308896.114699999801815
1413,9910533.091099999845028,5308921.714700000360608,9910789.091099999845028,5308665.714700000360608
1414,9910533.091099999845028,5308691.314699999988079,9910789.091099999845028,5308435.314699999988079
1415,9910533.091099999845028,5308460.914699999615550,9910789.091099999845028,5308204.914699999615550
1416,9910533.091099999845028,5308230.514699999243021,9910789.091099999845028,5307974.514699999243021
1417,9910533.091099999845028,5308000.114699999801815,9910789.091099999845028,5307744.114699999801815
1418,9910533.091099999845028,5307769.714700000360608,9910789.091099999845028,5307513.714700000360608
1419,9910533.091099999845028,5307539.314699999988079,9910789.091099999845028,5307283.314699999988079
1420,9910533.091099999845028,5307308.914699999615550,9910789.091099999845028,5307052.914699999615550
1421,9910533.091099999845028,5307078.514699999243021,9910789.091099999845028,5306822.514699999243021
1422,9910533.091099999845028,5306848.114699999801815,9910789.091099999845028,5306592.114699999801815
1423,9910533.091099999845028,5306617.714700000360608,9910789.091099999845028,5306361.714700000360608
1424,9910533.091099999845028,5306387.314699999988079,9910789.091099999845028,5306131.314699999988079
1425,9910533.091099999845028,5306156.914699999615550,9910789.091099999845028,5305900.914699999615550
1426,9910533.091099999845028,5305926.514699999243021,9910789.091099999845028,5305670.514699999243021
1427,9910533.091099999845028,5305696.114699999801815,9910789.091099999845028,5305440.114699999801815
1428,9910533.091099999845028,5305465.714700000360608,9910789.091099999845028,5305209.714700000360608
1429,9910533.091099999845028,5305235.314699999988079,9910789.091099999845028,5304979.314699999988079
1430,9910533.091099999845028,5305004.914699999615550,9910789.091099999845028,5304748.914699999615550
1431,9910533.091099999845028,5304774.514699999243021,9910789.091099999845028,5304518.514699999243021
1432,9910533.091099999845028,5304544.114699999801815,9910789.091099999845028,5304288.114699999801815
1433,9910533.091099999845028,5304313.714700000360608,9910789.091099999845028,5304057.714700000360608
1434,9910533.091099999845028,5304083.314699999988079,9910789.091099999845028,5303827.314699999988079
1435,9910533.091099999845028,5303852.914699999615550,9910789.091099999845028,5303596.914699999615550
1436,9910533.091099999845028,5303622.514699999243021,9910789.091099999845028,5303366.514699999243021
1437,9910533.091099999845028,5303392.114699999801815,9910789.091099999845028,5303136.114699999801815
1438,9910533.091099999845028,5303161.714700000360608,9910789.091099999845028,5302905.714700000360608
1439,9910533.091099999845028,5302931.314699999988079,9910789.091099999845028,5302675.314699999988079
1440,9910533.091099999845028,5302700.914699999615550,9910789.091099999845028,5302444.914699999615550
1441,9910533.091099999845028,5302470.514699999243021,9910789.091099999845028,5302214.514699999243021
1442,9910533.091099999845028,5302240.114699999801815,9910789.091099999845028,5301984.114699999801815
1443,9910533.091099999845028,5302009.714700000360608,9910789.091099999845028,5301753.714700000360608
1444,9910533.091099999845028,5301779.314699999988079,9910789.091099999845028,5301523.314699999988079
1445,9910533.091099999845028,5301548.914699999615550,9910789.091099999845028,5301292.914699999615550
1446,9910533.091099999845028,5301318.514699999243021,9910789.091099999845028,5301062.514699999243021
1447,9910533.091099999845028,5301088.114699999801815,9910789.091099999845028,5300832.114699999801815
1448,9910533.091099999845028,5300857.714700000360608,9910789.091099999845028,5300601.714700000360608
1449,9910533.091099999845028,5300627.314699999988079,9910789.091099999845028,5300371.314699999988079
1450,9910533.091099999845028,5300396.914699999615550,9910789.091099999845028,5300140.914699999615550
1451,9910533.091099999845028,5300166.514699999243021,9910789.091099999845028,5299910.514699999243021
1452,9910533.091099999845028,5299936.114699999801815,9910789.091099999845028,5299680.114699999801815
1453,9910533.091099999845028,5299705.714700000360608,9910789.091099999845028,5299449.714700000360608
1454,9910533.091099999845028,5299475.314699999988079,9910789.091099999845028,5299219.314699999988079
1455,9910533.091099999845028,5299244.914699999615550,9910789.091099999845028,5298988.914699999615550
1456,9910533.091099999845028,5299014.514699999243021,9910789.091099999845028,5298758.514699999243021
1457,9910533.091099999845028,5298784.114699999801815,9910789.091099999845028,5298528.114699999801815
1458,9910533.091099999845028,5298553.714700000360608,9910789.091099999845028,5298297.714700000360608
1459,9910533.091099999845028,5298323.314699999988079,9910789.091099999845028,5298067.314699999988079
1460,9910533.091099999845028,5298092.914699999615550,9910789.091099999845028,5297836.914699999615550
1461,9910533.091099999845028,5297862.514699999243021,9910789.091099999845028,5297606.514699999243021
1462,9910533.091099999845028,5297632.114699999801815,9910789.091099999845028,5297376.114699999801815
1463,9910533.091099999845028,5297401.714700000360608,9910789.091099999845028,5297145.714700000360608
1464,9910533.091099999845028,5297171.314699999988079,9910789.091099999845028,5296915.314699999988079
1465,9910533.091099999845028,5296940.914699999615550,9910789.091099999845028,5296684.914699999615550
1466,9910533.091099999845028,5296710.514699999243021,9910789.091099999845028,5296454.514699999243021
1467,9910533.091099999845028,5296480.114699999801815,9910789.091099999845028,5296224.114699999801815
1468,9910533.091099999845028,5296249.714700000360608,9910789.091099999845028,5295993.714700000360608
1469,9910533.091099999845028,5296019.314699999988079,9910789.091099999845028,5295763.314699999988079
1470,9910533.091099999845028,5295788.914699999615550,9910789.091099999845028,5295532.914699999615550
1471,9910533.091099999845028,5295558.514699999243021,9910789.091099999845028,5295302.514699999243021
1472,9910533.091099999845028,5295328.114699999801815,9910789.091099999845028,5295072.114699999801815
1473,9910533.091099999845028,5295097.714700000360608,9910789.091099999845028,5294841.714700000360608
1474,9910533.091099999845028,5294867.314699999988079,9910789.091099999845028,5294611.314699999988079
1475,9910533.091099999845028,5294636.914699999615550,9910789.091099999845028,5294380.914699999615550
1476,9910533.091099999845028,5294406.514699999243021,9910789.091099999845028,5294150.514699999243021
1477,9910533.091099999845028,5294176.114699999801815,9910789.091099999845028,5293920.114699999801815
1478,9910533.091099999845028,5293945.714700000360608,9910789.091099999845028,5293689.714700000360608
1479,9910533.091099999845028,5293715.314699999988079,9910789.091099999845028,5293459.314699999988079
1480,9910533.091099999845028,5293484.914699999615550,9910789.091099999845028,5293228.914699999615550
1481,9910533.091099999845028,5293254.514699999243021,9910789.091099999845028,5292998.514699999243021
1482,9910533.091099999845028,5293024.114699999801815,9910789.091099999845028,5292768.114699999801815
1483,9910533.091099999845028,5292793.714700000360608,9910789.091099999845028,5292537.714700000360608
1484,9910533.091099999845028,5292563.314699999988079,9910789.091099999845028,5292307.314699999988079
1485,9910533.091099999845028,5292332.914699999615550,9910789.091099999845028,5292076.914699999615550
1486,9910533.091099999845028,5292102.514699999243021,9910789.091099999845028,5291846.514699999243021
1487,9910533.091099999845028,5291872.114699999801815,9910789.091099999845028,5291616.114699999801815
1488,9910533.091099999845028,5291641.714700000360608,9910789.091099999845028,5291385.714700000360608
1489,9910533.091099999845028,5291411.314699999988079,9910789.091099999845028,5291155.314699999988079
1490,9910533.091099999845028,5291180.914699999615550,9910789.091099999845028,5290924.914699999615550
1491,9910533.091099999845028,5290950.514699999243021,9910789.091099999845028,5290694.514699999243021
1492,9910533.091099999845028,5290720.114699999801815,9910789.091099999845028,5290464.114699999801815
1493,9910533.091099999845028,5290489.714700000360608,9910789.091099999845028,5290233.714700000360608
1494,9910533.091099999845028,5290259.314699999988079,9910789.091099999845028,5290003.314699999988079
1495,9910533.091099999845028,5290028.914699999615550,9910789.091099999845028,5289772.914699999615550
1496,9910533.091099999845028,5289798.514699999243021,9910789.091099999845028,5289542.514699999243021
1497,9910533.091099999845028,5289568.114699999801815,9910789.091099999845028,5289312.114699999801815
1498,9910533.091099999845028,5289337.714700000360608,9910789.091099999845028,5289081.714700000360608
1499,9910533.091099999845028,5289107.314699999988079,9910789.091099999845028,5288851.314699999988079
1500,9910533.091099999845028,5288876.914699999615550,9910789.091099999845028,5288620.914699999615550
1501,9910533.091099999845028,5288646.514699999243021,9910789.091099999845028,5288390.514699999243021
1502,9910533.091099999845028,5288416.114699999801815,9910789.091099999845028,5288160.114699999801815
1503,9910533.091099999845028,5288185.714700000360608,9910789.091099999845028,5287929.714700000360608
1504,9910533.091099999845028,5287955.314699999988079,9910789.091099999845028,5287699.314699999988079
1505,9910533.091099999845028,5287724.914699999615550,9910789.091099999845028,5287468.914699999615550
1506,9910533.091099999845028,5287494.514699999243021,9910789.091099999845028,5287238.514699999243021
1507,9910533.091099999845028,5287264.114699999801815,9910789.091099999845028,5287008.114699999801815
1508,9910533.091099999845028,5287033.714700000360608,9910789.091099999845028,5286777.714700000360608
1509,9910533.091099999845028,5286803.314699999988079,9910789.091099999845028,5286547.314699999988079
1510,9910533.091099999845028,5286572.914699999615550,9910789.091099999845028,5286316.914699999615550
1511,9910533.091099999845028,5286342.514699999243021,9910789.091099999845028,5286086.514699999243021
1512,9910533.091099999845028,5286112.114699999801815,9910789.091099999845028,5285856.114699999801815
1513,9910763.491100000217557,5310764.914699999615550,9911019.491100000217557,5310508.914699999615550
1514,9910763.491100000217557,5310534.514699999243021,9911019.491100000217557,5310278.514699999243021
1515,9910763.491100000217557,5310304.114699999801815,9911019.491100000217557,5310048.114699999801815
1516,9910763.491100000217557,5310073.714700000360608,9911019.491100000217557,5309817.714700000360608
1517,9910763.491100000217557,5309843.314699999988079,9911019.491100000217557,5309587.314699999988079
1518,9910763.491100000217557,5309612.914699999615550,9911019.491100000217557,5309356.914699999615550
1519,9910763.491100000217557,5309382.514699999243021,9911019.491100000217557,5309126.514699999243021
1520,9910763.491100000217557,5309152.114699999801815,9911019.491100000217557,5308896.114699999801815
1521,9910763.491100000217557,5308921.714700000360608,9911019.491100000217557,5308665.714700000360608
1522,9910763.491100000217557,5308691.314699999988079,9911019.491100000217557,5308435.314699999988079
1523,9910763.491100000217557,5308460.914699999615550,9911019.491100000217557,5308204.914699999615550
1524,9910763.491100000217557,5308230.514699999243021,9911019.491100000217557,5307974.514699999243021
1525,9910763.491100000217557,5308000.114699999801815,9911019.491100000217557,5307744.114699999801815
1526,9910763.491100000217557,5307769.714700000360608,9911019.491100000217557,5307513.714700000360608
1527,9910763.491100000217557,5307539.314699999988079,9911019.491100000217557,5307283.314699999988079
1528,9910763.491100000217557,5307308.914699999615550,9911019.491100000217557,5307052.914699999615550
1529,9910763.491100000217557,5307078.514699999243021,9911019.491100000217557,5306822.514699999243021
1530,9910763.491100000217557,5306848.114699999801815,9911019.491100000217557,5306592.114699999801815
1531,9910763.491100000217557,5306617.714700000360608,9911019.491100000217557,5306361.714700000360608
1532,9910763.491100000217557,5306387.314699999988079,9911019.491100000217557,5306131.314699999988079
1533,9910763.491100000217557,5306156.914699999615550,9911019.491100000217557,5305900.914699999615550
1534,9910763.491100000217557,5305926.514699999243021,9911019.491100000217557,5305670.514699999243021
1535,9910763.491100000217557,5305696.114699999801815,9911019.491100000217557,5305440.114699999801815
1536,9910763.491100000217557,5305465.714700000360608,9911019.491100000217557,5305209.714700000360608
1537,9910763.491100000217557,5305235.314699999988079,9911019.491100000217557,5304979.314699999988079
1538,9910763.491100000217557,5305004.914699999615550,9911019.491100000217557,5304748.914699999615550
1539,9910763.491100000217557,5304774.514699999243021,9911019.491100000217557,5304518.514699999243021
1540,9910763.491100000217557,5304544.114699999801815,9911019.491100000217557,5304288.114699999801815
1541,9910763.491100000217557,5304313.714700000360608,9911019.491100000217557,5304057.714700000360608
1542,9910763.491100000217557,5304083.314699999988079,9911019.491100000217557,5303827.314699999988079
1543,9910763.491100000217557,5303852.914699999615550,9911019.491100000217557,5303596.914699999615550
1544,9910763.491100000217557,5303622.514699999243021,9911019.491100000217557,5303366.514699999243021
1545,9910763.491100000217557,5303392.114699999801815,9911019.491100000217557,5303136.114699999801815
1546,9910763.491100000217557,5303161.714700000360608,9911019.491100000217557,5302905.714700000360608
1547,9910763.491100000217557,5302931.314699999988079,9911019.491100000217557,5302675.314699999988079
1548,9910763.491100000217557,5302700.914699999615550,9911019.491100000217557,5302444.914699999615550
1549,9910763.491100000217557,5302470.514699999243021,9911019.491100000217557,5302214.514699999243021
1550,9910763.491100000217557,5302240.114699999801815,9911019.491100000217557,5301984.114699999801815
1551,9910763.491100000217557,5302009.714700000360608,9911019.491100000217557,5301753.714700000360608
1552,9910763.491100000217557,5301779.314699999988079,9911019.491100000217557,5301523.314699999988079
1553,9910763.491100000217557,5301548.914699999615550,9911019.491100000217557,5301292.914699999615550
1554,9910763.491100000217557,5301318.514699999243021,9911019.491100000217557,5301062.514699999243021
1555,9910763.491100000217557,5301088.114699999801815,9911019.491100000217557,5300832.114699999801815
1556,9910763.491100000217557,5300857.714700000360608,9911019.491100000217557,5300601.714700000360608
1557,9910763.491100000217557,5300627.314699999988079,9911019.491100000217557,5300371.314699999988079
1558,9910763.491100000217557,5300396.914699999615550,9911019.491100000217557,5300140.914699999615550
1559,9910763.491100000217557,5300166.514699999243021,9911019.491100000217557,5299910.514699999243021
1560,9910763.491100000217557,5299936.114699999801815,9911019.491100000217557,5299680.114699999801815
1561,9910763.491100000217557,5299705.714700000360608,9911019.491100000217557,5299449.714700000360608
1562,9910763.491100000217557,5299475.314699999988079,9911019.491100000217557,5299219.314699999988079
1563,9910763.491100000217557,5299244.914699999615550,9911019.491100000217557,5298988.914699999615550
1564,9910763.491100000217557,5299014.514699999243021,9911019.491100000217557,5298758.514699999243021
1565,9910763.491100000217557,5298784.114699999801815,9911019.491100000217557,5298528.114699999801815
1566,9910763.491100000217557,5298553.714700000360608,9911019.491100000217557,5298297.714700000360608
1567,9910763.491100000217557,5298323.314699999988079,9911019.491100000217557,5298067.314699999988079
1568,9910763.491100000217557,5298092.914699999615550,9911019.491100000217557,5297836.914699999615550
1569,9910763.491100000217557,5297862.514699999243021,9911019.491100000217557,5297606.514699999243021
1570,9910763.491100000217557,5297632.114699999801815,9911019.491100000217557,5297376.114699999801815
1571,9910763.491100000217557,5297401.714700000360608,9911019.491100000217557,5297145.714700000360608
1572,9910763.491100000217557,5297171.314699999988079,9911019.491100000217557,5296915.314699999988079
1573,9910763.491100000217557,5296940.914699999615550,9911019.491100000217557,5296684.914699999615550
1574,9910763.491100000217557,5296710.514699999243021,9911019.491100000217557,5296454.514699999243021
1575,9910763.491100000217557,5296480.114699999801815,9911019.491100000217557,5296224.114699999801815
1576,9910763.491100000217557,5296249.714700000360608,9911019.491100000217557,5295993.714700000360608
1577,9910763.491100000217557,5296019.314699999988079,9911019.491100000217557,5295763.314699999988079
1578,9910763.491100000217557,5295788.914699999615550,9911019.491100000217557,5295532.914699999615550
1579,9910763.491100000217557,5295558.514699999243021,9911019.491100000217557,5295302.514699999243021
1580,9910763.491100000217557,5295328.114699999801815,9911019.491100000217557,5295072.114699999801815
1581,9910763.491100000217557,5295097.714700000360608,9911019.491100000217557,5294841.714700000360608
1582,9910763.491100000217557,5294867.314699999988079,9911019.491100000217557,5294611.314699999988079
1583,9910763.491100000217557,5294636.914699999615550,9911019.491100000217557,5294380.914699999615550
1584,9910763.491100000217557,5294406.514699999243021,9911019.491100000217557,5294150.514699999243021
1585,9910763.491100000217557,5294176.114699999801815,9911019.491100000217557,5293920.114699999801815
1586,9910763.491100000217557,5293945.714700000360608,9911019.491100000217557,5293689.714700000360608
1587,9910763.491100000217557,5293715.314699999988079,9911019.491100000217557,5293459.314699999988079
1588,9910763.491100000217557,5293484.914699999615550,9911019.491100000217557,5293228.914699999615550
1589,9910763.491100000217557,5293254.514699999243021,9911019.491100000217557,5292998.514699999243021
1590,9910763.491100000217557,5293024.114699999801815,9911019.491100000217557,5292768.114699999801815
1591,9910763.491100000217557,5292793.714700000360608,9911019.491100000217557,5292537.714700000360608
1592,9910763.491100000217557,5292563.314699999988079,9911019.491100000217557,5292307.314699999988079
1593,9910763.491100000217557,5292332.914699999615550,9911019.491100000217557,5292076.914699999615550
1594,9910763.491100000217557,5292102.514699999243021,9911019.491100000217557,5291846.514699999243021
1595,9910763.491100000217557,5291872.114699999801815,9911019.491100000217557,5291616.114699999801815
1596,9910763.491100000217557,5291641.714700000360608,9911019.491100000217557,5291385.714700000360608
1597,9910763.491100000217557,5291411.314699999988079,9911019.491100000217557,5291155.314699999988079
1598,9910763.491100000217557,5291180.914699999615550,9911019.491100000217557,5290924.914699999615550
1599,9910763.491100000217557,5290950.514699999243021,9911019.491100000217557,5290694.514699999243021
1600,9910763.491100000217557,5290720.114699999801815,9911019.491100000217557,5290464.114699999801815
1601,9910763.491100000217557,5290489.714700000360608,9911019.491100000217557,5290233.714700000360608
1602,9910763.491100000217557,5290259.314699999988079,9911019.491100000217557,5290003.314699999988079
1603,9910763.491100000217557,5290028.914699999615550,9911019.491100000217557,5289772.914699999615550
1604,9910763.491100000217557,5289798.514699999243021,9911019.491100000217557,5289542.514699999243021
1605,9910763.491100000217557,5289568.114699999801815,9911019.491100000217557,5289312.114699999801815
1606,9910763.491100000217557,5289337.714700000360608,9911019.491100000217557,5289081.714700000360608
1607,9910763.491100000217557,5289107.314699999988079,9911019.491100000217557,5288851.314699999988079
1608,9910763.491100000217557,5288876.914699999615550,9911019.491100000217557,5288620.914699999615550
1609,9910763.491100000217557,5288646.514699999243021,9911019.491100000217557,5288390.514699999243021
1610,9910763.491100000217557,5288416.114699999801815,9911019.491100000217557,5288160.114699999801815
1611,9910763.491100000217557,5288185.714700000360608,9911019.491100000217557,5287929.714700000360608
1612,9910763.491100000217557,5287955.314699999988079,9911019.491100000217557,5287699.314699999988079
1613,9910763.491100000217557,5287724.914699999615550,9911019.491100000217557,5287468.914699999615550
1614,9910763.491100000217557,5287494.514699999243021,9911019.491100000217557,5287238.514699999243021
1615,9910763.491100000217557,5287264.114699999801815,9911019.491100000217557,5287008.114699999801815
1616,9910763.491100000217557,5287033.714700000360608,9911019.491100000217557,5286777.714700000360608
1617,9910763.491100000217557,5286803.314699999988079,9911019.491100000217557,5286547.314699999988079
1618,9910763.491100000217557,5286572.914699999615550,9911019.491100000217557,5286316.914699999615550
1619,9910763.491100000217557,5286342.514699999243021,9911019.491100000217557,5286086.514699999243021
1620,9910763.491100000217557,5286112.114699999801815,9911019.491100000217557,5285856.114699999801815
1621,9910993.891100000590086,5310764.914699999615550,9911249.891100000590086,5310508.914699999615550
1622,9910993.891100000590086,5310534.514699999243021,9911249.891100000590086,5310278.514699999243021
1623,9910993.891100000590086,5310304.114699999801815,9911249.891100000590086,5310048.114699999801815
1624,9910993.891100000590086,5310073.714700000360608,9911249.891100000590086,5309817.714700000360608
1625,9910993.891100000590086,5309843.314699999988079,9911249.891100000590086,5309587.314699999988079
1626,9910993.891100000590086,5309612.914699999615550,9911249.891100000590086,5309356.914699999615550
1627,9910993.891100000590086,5309382.514699999243021,9911249.891100000590086,5309126.514699999243021
1628,9910993.891100000590086,5309152.114699999801815,9911249.891100000590086,5308896.114699999801815
1629,9910993.891100000590086,5308921.714700000360608,9911249.891100000590086,5308665.714700000360608
1630,9910993.891100000590086,5308691.314699999988079,9911249.891100000590086,5308435.314699999988079
1631,9910993.891100000590086,5308460.914699999615550,9911249.891100000590086,5308204.914699999615550
1632,9910993.891100000590086,5308230.514699999243021,9911249.891100000590086,5307974.514699999243021
1633,9910993.891100000590086,5308000.114699999801815,9911249.891100000590086,5307744.114699999801815
1634,9910993.891100000590086,5307769.714700000360608,9911249.891100000590086,5307513.714700000360608
1635,9910993.891100000590086,5307539.314699999988079,9911249.891100000590086,5307283.314699999988079
1636,9910993.891100000590086,5307308.914699999615550,9911249.891100000590086,5307052.914699999615550
1637,9910993.891100000590086,5307078.514699999243021,9911249.891100000590086,5306822.514699999243021
1638,9910993.891100000590086,5306848.114699999801815,9911249.891100000590086,5306592.114699999801815
1639,9910993.891100000590086,5306617.714700000360608,9911249.891100000590086,5306361.714700000360608
1640,9910993.891100000590086,5306387.314699999988079,9911249.891100000590086,5306131.314699999988079
1641,9910993.891100000590086,5306156.914699999615550,9911249.891100000590086,5305900.914699999615550
1642,9910993.891100000590086,5305926.514699999243021,9911249.891100000590086,5305670.514699999243021
